trial,testing,parameters,initial_deadline,final_deadline,net_reward,actions,success
1477,False,"{'a': 0.1, 'e': 0.09465441184771117}",25,11,24.2718015231317,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
1478,False,"{'a': 0.1, 'e': 0.09365885449445663}",30,18,-19.606357774261788,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 1}",1
1479,False,"{'a': 0.1, 'e': 0.09266320348235561}",30,14,29.74442749349564,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
1480,False,"{'a': 0.1, 'e': 0.09166745980705862}",30,18,13.670908759815845,"{0: 11, 1: 0, 2: 1, 3: 0, 4: 0}",1
1481,False,"{'a': 0.1, 'e': 0.09067162446430968}",20,12,15.000288701752458,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
1482,False,"{'a': 0.1, 'e': 0.0896756984499436}",20,9,17.95077225676605,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
1483,False,"{'a': 0.1, 'e': 0.08867968275988677}",20,14,11.114461581262999,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
1484,False,"{'a': 0.1, 'e': 0.08768357839015435}",35,8,35.43748788457387,"{0: 26, 1: 0, 2: 1, 3: 0, 4: 0}",1
1485,False,"{'a': 0.1, 'e': 0.08668738633685107}",25,20,11.019725759774229,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
1486,False,"{'a': 0.1, 'e': 0.08569110759616845}",30,13,30.756225765428677,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
1487,False,"{'a': 0.1, 'e': 0.0846947431643856}",25,12,25.42134208563116,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
1488,False,"{'a': 0.1, 'e': 0.08369829403786642}",25,16,16.768602947299737,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
1489,False,"{'a': 0.1, 'e': 0.0827017612130604}",25,12,21.673971599692155,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
1490,False,"{'a': 0.1, 'e': 0.08170514568649984}",20,11,13.829092140438185,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
1491,False,"{'a': 0.1, 'e': 0.08070844845480063}",30,20,20.70968248763755,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
1492,False,"{'a': 0.1, 'e': 0.07971167051465945}",20,5,26.293753742111157,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
1493,False,"{'a': 0.1, 'e': 0.07871481286285463}",25,8,30.88294898884886,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
1494,False,"{'a': 0.1, 'e': 0.07771787649624329}",20,13,16.395698735437648,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
1495,False,"{'a': 0.1, 'e': 0.07672086241176215}",20,9,19.98255219346719,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
1496,False,"{'a': 0.1, 'e': 0.07572377160642477}",20,10,18.27454330449781,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
1497,False,"{'a': 0.1, 'e': 0.0747266050773223}",25,17,18.2575631654633,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
1498,False,"{'a': 0.1, 'e': 0.07372936382162078}",25,12,23.995362466516386,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
1499,False,"{'a': 0.1, 'e': 0.0727320488365618}",20,12,-26.26558422176638,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 1}",1
1500,False,"{'a': 0.1, 'e': 0.07173466111945981}",20,15,10.510193216736884,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
1501,False,"{'a': 0.1, 'e': 0.0707372016677029}",20,16,6.478744645261684,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
1502,False,"{'a': 0.1, 'e': 0.06973967147875001}",30,8,36.083139268883706,"{0: 22, 1: 0, 2: 0, 3: 0, 4: 0}",1
1503,False,"{'a': 0.1, 'e': 0.06874207155013168}",25,11,17.142653747749044,"{0: 13, 1: 1, 2: 0, 3: 0, 4: 0}",1
1504,False,"{'a': 0.1, 'e': 0.06774440287944729}",25,12,22.863675076109146,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
1505,False,"{'a': 0.1, 'e': 0.06674666646436589}",20,5,22.983521756877717,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
1506,False,"{'a': 0.1, 'e': 0.06574886330262336}",20,9,17.688898227546577,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
1507,False,"{'a': 0.1, 'e': 0.06475099439202324}",25,12,8.370300529496339,"{0: 12, 1: 0, 2: 1, 3: 0, 4: 0}",1
1508,False,"{'a': 0.1, 'e': 0.06375306073043391}",30,13,32.98375460898656,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
1509,False,"{'a': 0.1, 'e': 0.06275506331578937}",25,12,-11.367875396340931,"{0: 11, 1: 0, 2: 1, 3: 1, 4: 0}",1
1510,False,"{'a': 0.1, 'e': 0.06175700314608652}",25,13,21.390737550905815,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
1511,False,"{'a': 0.1, 'e': 0.0607588812193859}",25,0,29.975630442560888,"{0: 24, 1: 0, 2: 1, 3: 0, 4: 0}",0
1512,False,"{'a': 0.1, 'e': 0.059760698533808894}",20,12,16.86873734758335,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
1513,False,"{'a': 0.1, 'e': 0.058762456087538564}",20,10,5.439467881417568,"{0: 9, 1: 0, 2: 1, 3: 0, 4: 0}",1
1514,False,"{'a': 0.1, 'e': 0.057764154878816816}",20,12,16.404573208147227,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
1515,False,"{'a': 0.1, 'e': 0.05676579590594523}",25,11,9.057568018862444,"{0: 13, 1: 0, 2: 1, 3: 0, 4: 0}",1
1516,False,"{'a': 0.1, 'e': 0.05576738016728224}",20,10,-22.406210776571054,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 1}",1
1517,False,"{'a': 0.1, 'e': 0.05476890866124396}",25,15,21.678942365814592,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
1518,False,"{'a': 0.1, 'e': 0.05377038238630136}",25,20,10.21499746301386,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
1519,False,"{'a': 0.1, 'e': 0.05277180234098107}",20,5,32.94820453383769,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
1520,False,"{'a': 0.1, 'e': 0.05177316952386262}",20,13,-7.395965758538638,"{0: 6, 1: 0, 2: 0, 3: 1, 4: 0}",1
1521,False,"{'a': 0.1, 'e': 0.05077448493357918}",20,7,9.479289891214547,"{0: 12, 1: 0, 2: 1, 3: 0, 4: 0}",1
1522,False,"{'a': 0.1, 'e': 0.049775749568814816}",25,14,16.546713734946557,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
1523,False,"{'a': 0.1, 'e': 0.04877696442830525}",25,20,10.07171767011519,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
1524,False,"{'a': 0.1, 'e': 0.047778130510835105}",25,11,16.946609923008765,"{0: 13, 1: 0, 2: 1, 3: 0, 4: 0}",1
1525,False,"{'a': 0.1, 'e': 0.04677924881523865}",25,9,27.581130329049895,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
1526,False,"{'a': 0.1, 'e': 0.04578032034039706}",20,14,-0.07121989664864747,"{0: 5, 1: 0, 2: 1, 3: 0, 4: 0}",1
1527,False,"{'a': 0.1, 'e': 0.044781346085239156}",20,11,20.931095952962554,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
1528,False,"{'a': 0.1, 'e': 0.04378232704873868}",25,18,14.304008708507414,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
1529,False,"{'a': 0.1, 'e': 0.04278326422991503}",20,9,7.144884103467143,"{0: 10, 1: 0, 2: 1, 3: 0, 4: 0}",1
1530,False,"{'a': 0.1, 'e': 0.04178415862783049}",20,13,2.189639217634159,"{0: 6, 1: 0, 2: 1, 3: 0, 4: 0}",1
1531,False,"{'a': 0.1, 'e': 0.040785011241591035}",20,14,11.326618075949806,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
1532,False,"{'a': 0.1, 'e': 0.03978582307034351}",20,8,20.699094005483037,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
1533,False,"{'a': 0.1, 'e': 0.038786595113276444}",30,12,39.74538670789617,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
1534,False,"{'a': 0.1, 'e': 0.03778732836961728}",30,18,21.048877428886396,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
1535,False,"{'a': 0.1, 'e': 0.036788023838633124}",20,14,11.089685292854535,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
1536,False,"{'a': 0.1, 'e': 0.03578868251962797}",25,14,18.63648787750073,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
1537,False,"{'a': 0.1, 'e': 0.03478930541194349}",25,17,15.377700142707072,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
1538,False,"{'a': 0.1, 'e': 0.03378989351495651}",20,12,13.274974703531194,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
1539,False,"{'a': 0.1, 'e': 0.032790447828078606}",20,9,8.426097873091667,"{0: 10, 1: 0, 2: 1, 3: 0, 4: 0}",1
1540,False,"{'a': 0.1, 'e': 0.03179096935075582}",25,13,23.807897480640722,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
1541,False,"{'a': 0.1, 'e': 0.03079145908246612}",30,16,24.97621497034093,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
1542,False,"{'a': 0.1, 'e': 0.029791918022720125}",25,18,13.332927535960206,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
1543,False,"{'a': 0.1, 'e': 0.028792347171058365}",20,7,25.20780723425272,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
1544,False,"{'a': 0.1, 'e': 0.027792747527052058}",20,8,19.64983081543887,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
1545,False,"{'a': 0.1, 'e': 0.026793120090300316}",25,11,26.473012243264698,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
1546,False,"{'a': 0.1, 'e': 0.025793465860430936}",25,10,25.640317291287854,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
1547,False,"{'a': 0.1, 'e': 0.024793785837097626}",25,11,27.505643026669972,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
1548,False,"{'a': 0.1, 'e': 0.02379408101998077}",20,8,22.768240485855507,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
1549,False,"{'a': 0.1, 'e': 0.02279435240878465}",20,8,22.34084160153425,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
1550,False,"{'a': 0.1, 'e': 0.021794601003238243}",20,9,18.812387743709685,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
1551,False,"{'a': 0.1, 'e': 0.020794827803092428}",25,17,16.767003823002554,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
1552,False,"{'a': 0.1, 'e': 0.019795033808120765}",20,10,3.864990770229332,"{0: 9, 1: 0, 2: 1, 3: 0, 4: 0}",1
1553,False,"{'a': 0.1, 'e': 0.01879522001811672}",30,15,31.218522876917927,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
1554,False,"{'a': 0.1, 'e': 0.01779538743289445}",25,10,26.884019845908078,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
1555,False,"{'a': 0.1, 'e': 0.016795537052286005}",30,21,16.49923552009755,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
1556,False,"{'a': 0.1, 'e': 0.01579566987614213}",20,15,8.70876639230006,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
1557,False,"{'a': 0.1, 'e': 0.01479578690432947}",25,16,17.06159828071222,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
1558,False,"{'a': 0.1, 'e': 0.013795889136731364}",30,13,37.58774518567244,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
1559,False,"{'a': 0.1, 'e': 0.012795977573245047}",20,13,10.669598702072594,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
1560,False,"{'a': 0.1, 'e': 0.011796053213782446}",20,14,13.296662631491328,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
1561,False,"{'a': 0.1, 'e': 0.010796117058267392}",25,15,18.676024091302114,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
1562,False,"{'a': 0.1, 'e': 0.009796170106636403}",20,13,15.524304342057654,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
1563,False,"{'a': 0.1, 'e': 0.0087962133588359}",20,14,14.061269071666512,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
1564,False,"{'a': 0.1, 'e': 0.007796247814822993}",20,2,32.67512217507689,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
1565,False,"{'a': 0.1, 'e': 0.006796274474562699}",30,21,20.7683185643263,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
1566,False,"{'a': 0.1, 'e': 0.005796294338028719}",30,24,11.283367930766687,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
1567,False,"{'a': 0.1, 'e': 0.004796308405200662}",20,16,8.465846052153625,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
1568,False,"{'a': 0.1, 'e': 0.0037963176760648218}",20,12,13.669285212882954,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
1569,False,"{'a': 0.1, 'e': 0.0027963231506114}",20,8,20.322822070263022,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
1570,False,"{'a': 0.1, 'e': 0.0017963258288352822}",20,16,7.0412216105448096,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
1571,False,"{'a': 0.1, 'e': 0.0007963267107332633}",20,14,10.40569518375353,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
1,True,"{'a': 0, 'e': 0}",25,16,19.47103227897791,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
2,True,"{'a': 0, 'e': 0}",25,18,11.863507668444818,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
3,True,"{'a': 0, 'e': 0}",20,10,19.628297919964975,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
4,True,"{'a': 0, 'e': 0}",20,11,15.998744451395403,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
5,True,"{'a': 0, 'e': 0}",25,18,15.252347189980208,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
6,True,"{'a': 0, 'e': 0}",20,8,23.75535319634677,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
7,True,"{'a': 0, 'e': 0}",25,17,17.76742269607216,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
8,True,"{'a': 0, 'e': 0}",25,11,22.69399286089386,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
9,True,"{'a': 0, 'e': 0}",20,10,17.855106153307386,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
10,True,"{'a': 0, 'e': 0}",20,8,21.202368053307225,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
